dataset,sample_id,prompt_id,client_id,split,official_filename
AGIQA-3K-full,AttnGAN_normal_074,AGIQA-5da8e22af7e1,AttnGAN,test,AttnGAN_normal_074.jpg
AGIQA-3K-full,AttnGAN_normal_075,AGIQA-e9d4dffbb822,AttnGAN,train,AttnGAN_normal_075.jpg
AGIQA-3K-full,AttnGAN_normal_076,AGIQA-afb2cac1ef8f,AttnGAN,train,AttnGAN_normal_076.jpg
AGIQA-3K-full,AttnGAN_normal_077,AGIQA-b363c8123684,AttnGAN,train,AttnGAN_normal_077.jpg
AGIQA-3K-full,AttnGAN_normal_078,AGIQA-b46354dc17d7,AttnGAN,train,AttnGAN_normal_078.jpg
AGIQA-3K-full,AttnGAN_normal_079,AGIQA-54f1d577611b,AttnGAN,train,AttnGAN_normal_079.jpg
AGIQA-3K-full,AttnGAN_normal_080,AGIQA-62039ebf9238,AttnGAN,val,AttnGAN_normal_080.jpg
AGIQA-3K-full,AttnGAN_normal_081,AGIQA-d3def83b5966,AttnGAN,train,AttnGAN_normal_081.jpg
AGIQA-3K-full,AttnGAN_normal_082,AGIQA-cf265de7c37e,AttnGAN,train,AttnGAN_normal_082.jpg
AGIQA-3K-full,AttnGAN_normal_083,AGIQA-2a787fbb8c5d,AttnGAN,train,AttnGAN_normal_083.jpg
AGIQA-3K-full,AttnGAN_normal_084,AGIQA-74f4e06b1a42,AttnGAN,train,AttnGAN_normal_084.jpg
AGIQA-3K-full,AttnGAN_normal_085,AGIQA-2abccfad8fc0,AttnGAN,test,AttnGAN_normal_085.jpg
AGIQA-3K-full,AttnGAN_normal_086,AGIQA-1747f1a2a6af,AttnGAN,train,AttnGAN_normal_086.jpg
AGIQA-3K-full,AttnGAN_normal_087,AGIQA-7ebd987a0c9d,AttnGAN,train,AttnGAN_normal_087.jpg
AGIQA-3K-full,AttnGAN_normal_088,AGIQA-e34e3aaae310,AttnGAN,test,AttnGAN_normal_088.jpg
AGIQA-3K-full,AttnGAN_normal_089,AGIQA-816e47e299de,AttnGAN,test,AttnGAN_normal_089.jpg
AGIQA-3K-full,AttnGAN_normal_090,AGIQA-1197c8ae3ee4,AttnGAN,val,AttnGAN_normal_090.jpg
AGIQA-3K-full,AttnGAN_normal_091,AGIQA-feb2058c681e,AttnGAN,train,AttnGAN_normal_091.jpg
AGIQA-3K-full,AttnGAN_normal_092,AGIQA-c71137b2c51a,AttnGAN,train,AttnGAN_normal_092.jpg
AGIQA-3K-full,AttnGAN_normal_093,AGIQA-ee97a207c282,AttnGAN,train,AttnGAN_normal_093.jpg
AGIQA-3K-full,AttnGAN_normal_094,AGIQA-7f624ef10c68,AttnGAN,train,AttnGAN_normal_094.jpg
AGIQA-3K-full,AttnGAN_normal_095,AGIQA-7b69fd0727e0,AttnGAN,test,AttnGAN_normal_095.jpg
AGIQA-3K-full,AttnGAN_normal_096,AGIQA-2c5ac90ad3a2,AttnGAN,test,AttnGAN_normal_096.jpg
AGIQA-3K-full,AttnGAN_normal_097,AGIQA-014fd2ea1608,AttnGAN,train,AttnGAN_normal_097.jpg
AGIQA-3K-full,AttnGAN_normal_098,AGIQA-b54a8612f6ee,AttnGAN,train,AttnGAN_normal_098.jpg
AGIQA-3K-full,AttnGAN_normal_099,AGIQA-f235fa2da3be,AttnGAN,test,AttnGAN_normal_099.jpg
AGIQA-3K-full,AttnGAN_normal_100,AGIQA-abc1c7e34703,AttnGAN,train,AttnGAN_normal_100.jpg
AGIQA-3K-full,AttnGAN_normal_101,AGIQA-0c9dbafc59fd,AttnGAN,train,AttnGAN_normal_101.jpg
AGIQA-3K-full,AttnGAN_normal_102,AGIQA-b81bc55a8c04,AttnGAN,test,AttnGAN_normal_102.jpg
AGIQA-3K-full,AttnGAN_normal_103,AGIQA-78a9d596c8e2,AttnGAN,train,AttnGAN_normal_103.jpg
AGIQA-3K-full,AttnGAN_normal_104,AGIQA-3928f0e8749e,AttnGAN,train,AttnGAN_normal_104.jpg
AGIQA-3K-full,AttnGAN_normal_105,AGIQA-2a821ca75a7f,AttnGAN,train,AttnGAN_normal_105.jpg
AGIQA-3K-full,AttnGAN_normal_106,AGIQA-59dc946e81a2,AttnGAN,train,AttnGAN_normal_106.jpg
AGIQA-3K-full,AttnGAN_normal_107,AGIQA-03c8e945e5e6,AttnGAN,train,AttnGAN_normal_107.jpg
AGIQA-3K-full,AttnGAN_normal_108,AGIQA-644129240816,AttnGAN,test,AttnGAN_normal_108.jpg
AGIQA-3K-full,AttnGAN_normal_109,AGIQA-ea81604fe371,AttnGAN,train,AttnGAN_normal_109.jpg
AGIQA-3K-full,AttnGAN_normal_110,AGIQA-f43114d1ab3a,AttnGAN,test,AttnGAN_normal_110.jpg
AGIQA-3K-full,AttnGAN_normal_111,AGIQA-eda6cf20fa3c,AttnGAN,test,AttnGAN_normal_111.jpg
AGIQA-3K-full,AttnGAN_normal_112,AGIQA-59dcddbad987,AttnGAN,train,AttnGAN_normal_112.jpg
AGIQA-3K-full,AttnGAN_normal_113,AGIQA-1796a3b42bb8,AttnGAN,train,AttnGAN_normal_113.jpg
AGIQA-3K-full,AttnGAN_normal_114,AGIQA-a023778c0dea,AttnGAN,test,AttnGAN_normal_114.jpg
AGIQA-3K-full,AttnGAN_normal_115,AGIQA-27a786146efe,AttnGAN,test,AttnGAN_normal_115.jpg
AGIQA-3K-full,AttnGAN_normal_116,AGIQA-77e327fe685d,AttnGAN,train,AttnGAN_normal_116.jpg
AGIQA-3K-full,AttnGAN_normal_117,AGIQA-3b493022153b,AttnGAN,val,AttnGAN_normal_117.jpg
AGIQA-3K-full,AttnGAN_normal_118,AGIQA-5a56ef85786d,AttnGAN,train,AttnGAN_normal_118.jpg
AGIQA-3K-full,AttnGAN_normal_119,AGIQA-9738ea13169e,AttnGAN,train,AttnGAN_normal_119.jpg
AGIQA-3K-full,AttnGAN_normal_120,AGIQA-a17cac72240f,AttnGAN,train,AttnGAN_normal_120.jpg
AGIQA-3K-full,AttnGAN_normal_121,AGIQA-4feb70c847f4,AttnGAN,train,AttnGAN_normal_121.jpg
AGIQA-3K-full,AttnGAN_normal_122,AGIQA-be3331e07988,AttnGAN,train,AttnGAN_normal_122.jpg
AGIQA-3K-full,AttnGAN_normal_123,AGIQA-d85820862dc4,AttnGAN,train,AttnGAN_normal_123.jpg
AGIQA-3K-full,AttnGAN_normal_124,AGIQA-c63fdfc307d3,AttnGAN,train,AttnGAN_normal_124.jpg
AGIQA-3K-full,AttnGAN_normal_125,AGIQA-e741bfb60d9b,AttnGAN,train,AttnGAN_normal_125.jpg
AGIQA-3K-full,AttnGAN_normal_126,AGIQA-595b239959ca,AttnGAN,train,AttnGAN_normal_126.jpg
AGIQA-3K-full,AttnGAN_normal_127,AGIQA-e1aaa6732d97,AttnGAN,train,AttnGAN_normal_127.jpg
AGIQA-3K-full,AttnGAN_normal_128,AGIQA-7d9bd08d7a8f,AttnGAN,train,AttnGAN_normal_128.jpg
AGIQA-3K-full,AttnGAN_normal_129,AGIQA-deadc33d802a,AttnGAN,test,AttnGAN_normal_129.jpg
AGIQA-3K-full,AttnGAN_normal_130,AGIQA-7902e7eb768c,AttnGAN,test,AttnGAN_normal_130.jpg
AGIQA-3K-full,AttnGAN_normal_131,AGIQA-f2bad7e493a9,AttnGAN,train,AttnGAN_normal_131.jpg
AGIQA-3K-full,AttnGAN_normal_132,AGIQA-60ca7af68f09,AttnGAN,train,AttnGAN_normal_132.jpg
AGIQA-3K-full,AttnGAN_normal_133,AGIQA-1fe09d7fece1,AttnGAN,train,AttnGAN_normal_133.jpg
AGIQA-3K-full,AttnGAN_normal_134,AGIQA-b098ca961012,AttnGAN,train,AttnGAN_normal_134.jpg
AGIQA-3K-full,AttnGAN_normal_135,AGIQA-32695c5aaca1,AttnGAN,train,AttnGAN_normal_135.jpg
AGIQA-3K-full,AttnGAN_normal_136,AGIQA-791d9b65af34,AttnGAN,val,AttnGAN_normal_136.jpg
AGIQA-3K-full,AttnGAN_normal_137,AGIQA-e18bbae5650c,AttnGAN,train,AttnGAN_normal_137.jpg
AGIQA-3K-full,AttnGAN_normal_138,AGIQA-574b3b311b78,AttnGAN,train,AttnGAN_normal_138.jpg
AGIQA-3K-full,AttnGAN_normal_139,AGIQA-acd72daab110,AttnGAN,train,AttnGAN_normal_139.jpg
AGIQA-3K-full,AttnGAN_normal_140,AGIQA-0b211930e1ec,AttnGAN,val,AttnGAN_normal_140.jpg
AGIQA-3K-full,AttnGAN_normal_141,AGIQA-e9592c752d9b,AttnGAN,val,AttnGAN_normal_141.jpg
AGIQA-3K-full,AttnGAN_normal_142,AGIQA-e7cc1ec65d08,AttnGAN,val,AttnGAN_normal_142.jpg
AGIQA-3K-full,AttnGAN_normal_143,AGIQA-b81f063b0196,AttnGAN,train,AttnGAN_normal_143.jpg
AGIQA-3K-full,AttnGAN_normal_144,AGIQA-cae137e1ee63,AttnGAN,train,AttnGAN_normal_144.jpg
AGIQA-3K-full,AttnGAN_normal_145,AGIQA-dde35eb2e0dc,AttnGAN,train,AttnGAN_normal_145.jpg
AGIQA-3K-full,AttnGAN_normal_146,AGIQA-e669a8afc0c5,AttnGAN,train,AttnGAN_normal_146.jpg
AGIQA-3K-full,AttnGAN_normal_147,AGIQA-65dcda74e31d,AttnGAN,train,AttnGAN_normal_147.jpg
AGIQA-3K-full,AttnGAN_normal_148,AGIQA-e3e64e0b691a,AttnGAN,train,AttnGAN_normal_148.jpg
AGIQA-3K-full,AttnGAN_normal_149,AGIQA-030bb6c4d0f5,AttnGAN,train,AttnGAN_normal_149.jpg
AGIQA-3K-full,AttnGAN_normal_150,AGIQA-8aa1f30180ff,AttnGAN,train,AttnGAN_normal_150.jpg
AGIQA-3K-full,AttnGAN_normal_151,AGIQA-486f4dfa9e30,AttnGAN,train,AttnGAN_normal_151.jpg
AGIQA-3K-full,AttnGAN_normal_152,AGIQA-32c2b941b58b,AttnGAN,val,AttnGAN_normal_152.jpg
AGIQA-3K-full,AttnGAN_normal_153,AGIQA-14a193611262,AttnGAN,val,AttnGAN_normal_153.jpg
AGIQA-3K-full,AttnGAN_normal_154,AGIQA-dc46dc776f6b,AttnGAN,train,AttnGAN_normal_154.jpg
AGIQA-3K-full,AttnGAN_normal_155,AGIQA-fbff6ac32dea,AttnGAN,test,AttnGAN_normal_155.jpg
AGIQA-3K-full,AttnGAN_normal_156,AGIQA-72804a0e6e4a,AttnGAN,train,AttnGAN_normal_156.jpg
AGIQA-3K-full,AttnGAN_normal_157,AGIQA-fecb9ae06c54,AttnGAN,train,AttnGAN_normal_157.jpg
AGIQA-3K-full,AttnGAN_normal_158,AGIQA-e79ea28fe7cf,AttnGAN,train,AttnGAN_normal_158.jpg
AGIQA-3K-full,AttnGAN_normal_159,AGIQA-d8761fa80171,AttnGAN,train,AttnGAN_normal_159.jpg
AGIQA-3K-full,AttnGAN_normal_160,AGIQA-4901d63eed08,AttnGAN,train,AttnGAN_normal_160.jpg
AGIQA-3K-full,AttnGAN_normal_161,AGIQA-472af7225929,AttnGAN,val,AttnGAN_normal_161.jpg
AGIQA-3K-full,AttnGAN_normal_162,AGIQA-3a92ca053cc1,AttnGAN,train,AttnGAN_normal_162.jpg
AGIQA-3K-full,AttnGAN_normal_163,AGIQA-bedd004ea063,AttnGAN,train,AttnGAN_normal_163.jpg
AGIQA-3K-full,AttnGAN_normal_164,AGIQA-9ddef994f4d6,AttnGAN,train,AttnGAN_normal_164.jpg
AGIQA-3K-full,AttnGAN_normal_165,AGIQA-45c2f3a4f7aa,AttnGAN,train,AttnGAN_normal_165.jpg
AGIQA-3K-full,AttnGAN_normal_166,AGIQA-cf188c67a9b8,AttnGAN,train,AttnGAN_normal_166.jpg
AGIQA-3K-full,AttnGAN_normal_167,AGIQA-5e7c64fdbc18,AttnGAN,test,AttnGAN_normal_167.jpg
AGIQA-3K-full,AttnGAN_normal_168,AGIQA-b1da0547c2f4,AttnGAN,train,AttnGAN_normal_168.jpg
AGIQA-3K-full,AttnGAN_normal_169,AGIQA-b5383b49e05b,AttnGAN,test,AttnGAN_normal_169.jpg
AGIQA-3K-full,AttnGAN_normal_170,AGIQA-0de51307d9da,AttnGAN,test,AttnGAN_normal_170.jpg
AGIQA-3K-full,AttnGAN_normal_171,AGIQA-2b1c5c5c141b,AttnGAN,train,AttnGAN_normal_171.jpg
AGIQA-3K-full,AttnGAN_normal_172,AGIQA-2823adb86f2f,AttnGAN,train,AttnGAN_normal_172.jpg
AGIQA-3K-full,AttnGAN_normal_173,AGIQA-1635df37570d,AttnGAN,test,AttnGAN_normal_173.jpg
AGIQA-3K-full,AttnGAN_normal_174,AGIQA-ef9db73da947,AttnGAN,train,AttnGAN_normal_174.jpg
AGIQA-3K-full,AttnGAN_normal_175,AGIQA-4ae23c11e1b3,AttnGAN,train,AttnGAN_normal_175.jpg
AGIQA-3K-full,AttnGAN_normal_176,AGIQA-121c83e82f96,AttnGAN,test,AttnGAN_normal_176.jpg
AGIQA-3K-full,AttnGAN_normal_177,AGIQA-e38538486536,AttnGAN,train,AttnGAN_normal_177.jpg
AGIQA-3K-full,AttnGAN_normal_178,AGIQA-bd6e7cde02fc,AttnGAN,train,AttnGAN_normal_178.jpg
AGIQA-3K-full,AttnGAN_normal_179,AGIQA-45e156b05235,AttnGAN,train,AttnGAN_normal_179.jpg
AGIQA-3K-full,AttnGAN_normal_180,AGIQA-8fde933261c4,AttnGAN,train,AttnGAN_normal_180.jpg
AGIQA-3K-full,AttnGAN_normal_181,AGIQA-94051c8456d6,AttnGAN,train,AttnGAN_normal_181.jpg
AGIQA-3K-full,AttnGAN_normal_182,AGIQA-32d75345a5f5,AttnGAN,test,AttnGAN_normal_182.jpg
AGIQA-3K-full,AttnGAN_normal_183,AGIQA-ef98e7e5c9ba,AttnGAN,train,AttnGAN_normal_183.jpg
AGIQA-3K-full,AttnGAN_normal_184,AGIQA-893251c5ba76,AttnGAN,train,AttnGAN_normal_184.jpg
AGIQA-3K-full,AttnGAN_normal_185,AGIQA-a69fb8b78eb9,AttnGAN,train,AttnGAN_normal_185.jpg
AGIQA-3K-full,AttnGAN_normal_186,AGIQA-2317a680b698,AttnGAN,train,AttnGAN_normal_186.jpg
AGIQA-3K-full,AttnGAN_normal_187,AGIQA-20d7672f1b9b,AttnGAN,train,AttnGAN_normal_187.jpg
AGIQA-3K-full,AttnGAN_normal_188,AGIQA-fc61b5f30215,AttnGAN,train,AttnGAN_normal_188.jpg
AGIQA-3K-full,AttnGAN_normal_189,AGIQA-15ab7cb9d98f,AttnGAN,test,AttnGAN_normal_189.jpg
AGIQA-3K-full,AttnGAN_normal_190,AGIQA-c2e37db1ba32,AttnGAN,train,AttnGAN_normal_190.jpg
AGIQA-3K-full,AttnGAN_normal_191,AGIQA-8f47e5ab4c6f,AttnGAN,train,AttnGAN_normal_191.jpg
AGIQA-3K-full,AttnGAN_normal_192,AGIQA-31f795290c17,AttnGAN,train,AttnGAN_normal_192.jpg
AGIQA-3K-full,AttnGAN_normal_193,AGIQA-461ba0767435,AttnGAN,test,AttnGAN_normal_193.jpg
AGIQA-3K-full,AttnGAN_normal_194,AGIQA-9f8f853ca083,AttnGAN,train,AttnGAN_normal_194.jpg
AGIQA-3K-full,AttnGAN_normal_195,AGIQA-34fe7242ad9a,AttnGAN,test,AttnGAN_normal_195.jpg
AGIQA-3K-full,AttnGAN_normal_196,AGIQA-0d8602fb1aca,AttnGAN,train,AttnGAN_normal_196.jpg
AGIQA-3K-full,AttnGAN_normal_197,AGIQA-9be3116418d1,AttnGAN,val,AttnGAN_normal_197.jpg
AGIQA-3K-full,AttnGAN_normal_198,AGIQA-fe6c9142be68,AttnGAN,train,AttnGAN_normal_198.jpg
AGIQA-3K-full,AttnGAN_normal_199,AGIQA-7fac06549c79,AttnGAN,test,AttnGAN_normal_199.jpg
AGIQA-3K-full,AttnGAN_normal_200,AGIQA-d9baf8543c9b,AttnGAN,train,AttnGAN_normal_200.jpg
AGIQA-3K-full,AttnGAN_normal_201,AGIQA-aaaac710f29b,AttnGAN,val,AttnGAN_normal_201.jpg
AGIQA-3K-full,AttnGAN_normal_202,AGIQA-8726f694b7d2,AttnGAN,train,AttnGAN_normal_202.jpg
AGIQA-3K-full,AttnGAN_normal_203,AGIQA-b4078d2138ed,AttnGAN,train,AttnGAN_normal_203.jpg
AGIQA-3K-full,AttnGAN_normal_204,AGIQA-864aec596bd9,AttnGAN,val,AttnGAN_normal_204.jpg
AGIQA-3K-full,AttnGAN_normal_205,AGIQA-7c651e36074f,AttnGAN,test,AttnGAN_normal_205.jpg
AGIQA-3K-full,AttnGAN_normal_206,AGIQA-fb42182e75ed,AttnGAN,test,AttnGAN_normal_206.jpg
AGIQA-3K-full,AttnGAN_normal_207,AGIQA-a973dd8fbe31,AttnGAN,val,AttnGAN_normal_207.jpg
AGIQA-3K-full,AttnGAN_normal_208,AGIQA-845b79ffae4e,AttnGAN,train,AttnGAN_normal_208.jpg
AGIQA-3K-full,AttnGAN_normal_209,AGIQA-b1790fdc33ea,AttnGAN,train,AttnGAN_normal_209.jpg
AGIQA-3K-full,AttnGAN_normal_210,AGIQA-5e3045fb58ae,AttnGAN,test,AttnGAN_normal_210.jpg
AGIQA-3K-full,AttnGAN_normal_211,AGIQA-54583bc9220c,AttnGAN,test,AttnGAN_normal_211.jpg
AGIQA-3K-full,AttnGAN_normal_212,AGIQA-7c3be58f6483,AttnGAN,train,AttnGAN_normal_212.jpg
AGIQA-3K-full,AttnGAN_normal_213,AGIQA-957509340f7c,AttnGAN,test,AttnGAN_normal_213.jpg
AGIQA-3K-full,AttnGAN_normal_214,AGIQA-4e1e536bcea3,AttnGAN,train,AttnGAN_normal_214.jpg
AGIQA-3K-full,AttnGAN_normal_215,AGIQA-9f5e9f552c1f,AttnGAN,train,AttnGAN_normal_215.jpg
AGIQA-3K-full,AttnGAN_normal_216,AGIQA-d13d1e283f4a,AttnGAN,train,AttnGAN_normal_216.jpg
AGIQA-3K-full,AttnGAN_normal_217,AGIQA-134b48baf98c,AttnGAN,test,AttnGAN_normal_217.jpg
AGIQA-3K-full,AttnGAN_normal_218,AGIQA-7fd02b84fda4,AttnGAN,train,AttnGAN_normal_218.jpg
AGIQA-3K-full,AttnGAN_normal_219,AGIQA-6c43873cc393,AttnGAN,train,AttnGAN_normal_219.jpg
AGIQA-3K-full,AttnGAN_normal_220,AGIQA-6984fcb7131c,AttnGAN,train,AttnGAN_normal_220.jpg
