dataset,sample_id,prompt_id,client_id,split,official_filename
AIGCIQA2023,aigciqa2023_Controlnet_66,AIGCIQA-016,Controlnet,train,016-3.png
AIGCIQA2023,aigciqa2023_Controlnet_351,AIGCIQA-087,Controlnet,train,087-4.png
AIGCIQA2023,aigciqa2023_Controlnet_45,AIGCIQA-011,Controlnet,test,011-2.png
AIGCIQA2023,aigciqa2023_Controlnet_227,AIGCIQA-056,Controlnet,train,056-4.png
AIGCIQA2023,aigciqa2023_Controlnet_144,AIGCIQA-036,Controlnet,train,036-1.png
AIGCIQA2023,aigciqa2023_Controlnet_213,AIGCIQA-053,Controlnet,val,053-2.png
AIGCIQA2023,aigciqa2023_Controlnet_75,AIGCIQA-018,Controlnet,train,018-4.png
AIGCIQA2023,aigciqa2023_Controlnet_374,AIGCIQA-093,Controlnet,val,093-3.png
AIGCIQA2023,aigciqa2023_Controlnet_335,AIGCIQA-083,Controlnet,train,083-4.png
AIGCIQA2023,aigciqa2023_Controlnet_88,AIGCIQA-022,Controlnet,train,022-1.png
AIGCIQA2023,aigciqa2023_Controlnet_385,AIGCIQA-096,Controlnet,train,096-2.png
AIGCIQA2023,aigciqa2023_Controlnet_26,AIGCIQA-006,Controlnet,train,006-3.png
AIGCIQA2023,aigciqa2023_Controlnet_72,AIGCIQA-018,Controlnet,train,018-1.png
AIGCIQA2023,aigciqa2023_Controlnet_180,AIGCIQA-045,Controlnet,train,045-1.png
AIGCIQA2023,aigciqa2023_Controlnet_31,AIGCIQA-007,Controlnet,train,007-4.png
AIGCIQA2023,aigciqa2023_Controlnet_326,AIGCIQA-081,Controlnet,test,081-3.png
AIGCIQA2023,aigciqa2023_Controlnet_130,AIGCIQA-032,Controlnet,train,032-3.png
AIGCIQA2023,aigciqa2023_Controlnet_127,AIGCIQA-031,Controlnet,test,031-4.png
AIGCIQA2023,aigciqa2023_Controlnet_123,AIGCIQA-030,Controlnet,train,030-4.png
AIGCIQA2023,aigciqa2023_Controlnet_248,AIGCIQA-062,Controlnet,train,062-1.png
AIGCIQA2023,aigciqa2023_Controlnet_333,AIGCIQA-083,Controlnet,train,083-2.png
AIGCIQA2023,aigciqa2023_Controlnet_10,AIGCIQA-002,Controlnet,train,002-3.png
AIGCIQA2023,aigciqa2023_Controlnet_65,AIGCIQA-016,Controlnet,train,016-2.png
AIGCIQA2023,aigciqa2023_Controlnet_345,AIGCIQA-086,Controlnet,test,086-2.png
AIGCIQA2023,aigciqa2023_Controlnet_349,AIGCIQA-087,Controlnet,train,087-2.png
AIGCIQA2023,aigciqa2023_Controlnet_284,AIGCIQA-071,Controlnet,val,071-1.png
AIGCIQA2023,aigciqa2023_Controlnet_64,AIGCIQA-016,Controlnet,train,016-1.png
AIGCIQA2023,aigciqa2023_Controlnet_162,AIGCIQA-040,Controlnet,train,040-3.png
AIGCIQA2023,aigciqa2023_Controlnet_85,AIGCIQA-021,Controlnet,train,021-2.png
AIGCIQA2023,aigciqa2023_Controlnet_154,AIGCIQA-038,Controlnet,train,038-3.png
AIGCIQA2023,aigciqa2023_Controlnet_120,AIGCIQA-030,Controlnet,train,030-1.png
AIGCIQA2023,aigciqa2023_Controlnet_330,AIGCIQA-082,Controlnet,train,082-3.png
AIGCIQA2023,aigciqa2023_Controlnet_225,AIGCIQA-056,Controlnet,train,056-2.png
AIGCIQA2023,aigciqa2023_Controlnet_220,AIGCIQA-055,Controlnet,train,055-1.png
AIGCIQA2023,aigciqa2023_Controlnet_74,AIGCIQA-018,Controlnet,train,018-3.png
AIGCIQA2023,aigciqa2023_Controlnet_106,AIGCIQA-026,Controlnet,train,026-3.png
AIGCIQA2023,aigciqa2023_Controlnet_203,AIGCIQA-050,Controlnet,train,050-4.png
AIGCIQA2023,aigciqa2023_Controlnet_37,AIGCIQA-009,Controlnet,train,009-2.png
AIGCIQA2023,aigciqa2023_Controlnet_211,AIGCIQA-052,Controlnet,train,052-4.png
AIGCIQA2023,aigciqa2023_Controlnet_268,AIGCIQA-067,Controlnet,train,067-1.png
AIGCIQA2023,aigciqa2023_Controlnet_231,AIGCIQA-057,Controlnet,val,057-4.png
AIGCIQA2023,aigciqa2023_Controlnet_336,AIGCIQA-084,Controlnet,val,084-1.png
AIGCIQA2023,aigciqa2023_Controlnet_167,AIGCIQA-041,Controlnet,train,041-4.png
AIGCIQA2023,aigciqa2023_Controlnet_165,AIGCIQA-041,Controlnet,train,041-2.png
AIGCIQA2023,aigciqa2023_Controlnet_93,AIGCIQA-023,Controlnet,train,023-2.png
AIGCIQA2023,aigciqa2023_Controlnet_89,AIGCIQA-022,Controlnet,train,022-2.png
AIGCIQA2023,aigciqa2023_Controlnet_356,AIGCIQA-089,Controlnet,val,089-1.png
AIGCIQA2023,aigciqa2023_Controlnet_318,AIGCIQA-079,Controlnet,train,079-3.png
AIGCIQA2023,aigciqa2023_Controlnet_170,AIGCIQA-042,Controlnet,train,042-3.png
AIGCIQA2023,aigciqa2023_Controlnet_100,AIGCIQA-025,Controlnet,val,025-1.png
AIGCIQA2023,aigciqa2023_Controlnet_159,AIGCIQA-039,Controlnet,train,039-4.png
AIGCIQA2023,aigciqa2023_Controlnet_373,AIGCIQA-093,Controlnet,val,093-2.png
AIGCIQA2023,aigciqa2023_Controlnet_293,AIGCIQA-073,Controlnet,train,073-2.png
AIGCIQA2023,aigciqa2023_Controlnet_226,AIGCIQA-056,Controlnet,train,056-3.png
AIGCIQA2023,aigciqa2023_Controlnet_188,AIGCIQA-047,Controlnet,train,047-1.png
AIGCIQA2023,aigciqa2023_Controlnet_7,AIGCIQA-001,Controlnet,train,001-4.png
AIGCIQA2023,aigciqa2023_Controlnet_241,AIGCIQA-060,Controlnet,train,060-2.png
AIGCIQA2023,aigciqa2023_Controlnet_139,AIGCIQA-034,Controlnet,train,034-4.png
AIGCIQA2023,aigciqa2023_Controlnet_221,AIGCIQA-055,Controlnet,train,055-2.png
AIGCIQA2023,aigciqa2023_Controlnet_294,AIGCIQA-073,Controlnet,train,073-3.png
AIGCIQA2023,aigciqa2023_Controlnet_355,AIGCIQA-088,Controlnet,val,088-4.png
AIGCIQA2023,aigciqa2023_Controlnet_218,AIGCIQA-054,Controlnet,test,054-3.png
AIGCIQA2023,aigciqa2023_Controlnet_283,AIGCIQA-070,Controlnet,train,070-4.png
AIGCIQA2023,aigciqa2023_Controlnet_133,AIGCIQA-033,Controlnet,train,033-2.png
AIGCIQA2023,aigciqa2023_Controlnet_96,AIGCIQA-024,Controlnet,train,024-1.png
AIGCIQA2023,aigciqa2023_Controlnet_11,AIGCIQA-002,Controlnet,train,002-4.png
AIGCIQA2023,aigciqa2023_Controlnet_264,AIGCIQA-066,Controlnet,train,066-1.png
AIGCIQA2023,aigciqa2023_Controlnet_320,AIGCIQA-080,Controlnet,train,080-1.png
AIGCIQA2023,aigciqa2023_Controlnet_69,AIGCIQA-017,Controlnet,test,017-2.png
AIGCIQA2023,aigciqa2023_Controlnet_313,AIGCIQA-078,Controlnet,train,078-2.png
AIGCIQA2023,aigciqa2023_Controlnet_6,AIGCIQA-001,Controlnet,train,001-3.png
AIGCIQA2023,aigciqa2023_Controlnet_397,AIGCIQA-099,Controlnet,train,099-2.png
AIGCIQA2023,aigciqa2023_Controlnet_281,AIGCIQA-070,Controlnet,train,070-2.png
AIGCIQA2023,aigciqa2023_Controlnet_109,AIGCIQA-027,Controlnet,val,027-2.png
AIGCIQA2023,aigciqa2023_Controlnet_149,AIGCIQA-037,Controlnet,train,037-2.png
AIGCIQA2023,aigciqa2023_Controlnet_178,AIGCIQA-044,Controlnet,train,044-3.png
AIGCIQA2023,aigciqa2023_Controlnet_113,AIGCIQA-028,Controlnet,test,028-2.png
AIGCIQA2023,aigciqa2023_Controlnet_19,AIGCIQA-004,Controlnet,test,004-4.png
AIGCIQA2023,aigciqa2023_Controlnet_250,AIGCIQA-062,Controlnet,train,062-3.png
AIGCIQA2023,aigciqa2023_Controlnet_118,AIGCIQA-029,Controlnet,val,029-3.png
AIGCIQA2023,aigciqa2023_Controlnet_247,AIGCIQA-061,Controlnet,train,061-4.png
AIGCIQA2023,aigciqa2023_Controlnet_278,AIGCIQA-069,Controlnet,test,069-3.png
AIGCIQA2023,aigciqa2023_Controlnet_157,AIGCIQA-039,Controlnet,train,039-2.png
AIGCIQA2023,aigciqa2023_Controlnet_334,AIGCIQA-083,Controlnet,train,083-3.png
AIGCIQA2023,aigciqa2023_Controlnet_393,AIGCIQA-098,Controlnet,train,098-2.png
AIGCIQA2023,aigciqa2023_Controlnet_152,AIGCIQA-038,Controlnet,train,038-1.png
AIGCIQA2023,aigciqa2023_Controlnet_352,AIGCIQA-088,Controlnet,val,088-1.png
AIGCIQA2023,aigciqa2023_Controlnet_184,AIGCIQA-046,Controlnet,train,046-1.png
AIGCIQA2023,aigciqa2023_Controlnet_370,AIGCIQA-092,Controlnet,train,092-3.png
AIGCIQA2023,aigciqa2023_Controlnet_339,AIGCIQA-084,Controlnet,val,084-4.png
AIGCIQA2023,aigciqa2023_Controlnet_103,AIGCIQA-025,Controlnet,val,025-4.png
AIGCIQA2023,aigciqa2023_Controlnet_191,AIGCIQA-047,Controlnet,train,047-4.png
AIGCIQA2023,aigciqa2023_Controlnet_25,AIGCIQA-006,Controlnet,train,006-2.png
AIGCIQA2023,aigciqa2023_Controlnet_376,AIGCIQA-094,Controlnet,test,094-1.png
AIGCIQA2023,aigciqa2023_Controlnet_329,AIGCIQA-082,Controlnet,train,082-2.png
AIGCIQA2023,aigciqa2023_Controlnet_105,AIGCIQA-026,Controlnet,train,026-2.png
AIGCIQA2023,aigciqa2023_Controlnet_201,AIGCIQA-050,Controlnet,train,050-2.png
AIGCIQA2023,aigciqa2023_Controlnet_90,AIGCIQA-022,Controlnet,train,022-3.png
AIGCIQA2023,aigciqa2023_Controlnet_362,AIGCIQA-090,Controlnet,train,090-3.png
AIGCIQA2023,aigciqa2023_Controlnet_151,AIGCIQA-037,Controlnet,train,037-4.png
AIGCIQA2023,aigciqa2023_Controlnet_277,AIGCIQA-069,Controlnet,test,069-2.png
AIGCIQA2023,aigciqa2023_Controlnet_48,AIGCIQA-012,Controlnet,train,012-1.png
AIGCIQA2023,aigciqa2023_Controlnet_104,AIGCIQA-026,Controlnet,train,026-1.png
AIGCIQA2023,aigciqa2023_Controlnet_156,AIGCIQA-039,Controlnet,train,039-1.png
AIGCIQA2023,aigciqa2023_Controlnet_62,AIGCIQA-015,Controlnet,train,015-3.png
AIGCIQA2023,aigciqa2023_Controlnet_207,AIGCIQA-051,Controlnet,train,051-4.png
AIGCIQA2023,aigciqa2023_Controlnet_147,AIGCIQA-036,Controlnet,train,036-4.png
AIGCIQA2023,aigciqa2023_Controlnet_146,AIGCIQA-036,Controlnet,train,036-3.png
AIGCIQA2023,aigciqa2023_Controlnet_300,AIGCIQA-075,Controlnet,test,075-1.png
AIGCIQA2023,aigciqa2023_Controlnet_238,AIGCIQA-059,Controlnet,train,059-3.png
AIGCIQA2023,aigciqa2023_Controlnet_200,AIGCIQA-050,Controlnet,train,050-1.png
AIGCIQA2023,aigciqa2023_Controlnet_315,AIGCIQA-078,Controlnet,train,078-4.png
AIGCIQA2023,aigciqa2023_Controlnet_298,AIGCIQA-074,Controlnet,train,074-3.png
AIGCIQA2023,aigciqa2023_Controlnet_60,AIGCIQA-015,Controlnet,train,015-1.png
AIGCIQA2023,aigciqa2023_Controlnet_131,AIGCIQA-032,Controlnet,train,032-4.png
AIGCIQA2023,aigciqa2023_Controlnet_173,AIGCIQA-043,Controlnet,train,043-2.png
AIGCIQA2023,aigciqa2023_Controlnet_84,AIGCIQA-021,Controlnet,train,021-1.png
AIGCIQA2023,aigciqa2023_Controlnet_8,AIGCIQA-002,Controlnet,train,002-1.png
AIGCIQA2023,aigciqa2023_Controlnet_369,AIGCIQA-092,Controlnet,train,092-2.png
AIGCIQA2023,aigciqa2023_Controlnet_177,AIGCIQA-044,Controlnet,train,044-2.png
AIGCIQA2023,aigciqa2023_Controlnet_382,AIGCIQA-095,Controlnet,val,095-3.png
AIGCIQA2023,aigciqa2023_Controlnet_297,AIGCIQA-074,Controlnet,train,074-2.png
AIGCIQA2023,aigciqa2023_Controlnet_18,AIGCIQA-004,Controlnet,test,004-3.png
AIGCIQA2023,aigciqa2023_Controlnet_378,AIGCIQA-094,Controlnet,test,094-3.png
AIGCIQA2023,aigciqa2023_Controlnet_276,AIGCIQA-069,Controlnet,test,069-1.png
AIGCIQA2023,aigciqa2023_Controlnet_179,AIGCIQA-044,Controlnet,train,044-4.png
AIGCIQA2023,aigciqa2023_Controlnet_266,AIGCIQA-066,Controlnet,train,066-3.png
AIGCIQA2023,aigciqa2023_Controlnet_141,AIGCIQA-035,Controlnet,test,035-2.png
AIGCIQA2023,aigciqa2023_Controlnet_262,AIGCIQA-065,Controlnet,train,065-3.png
AIGCIQA2023,aigciqa2023_Controlnet_267,AIGCIQA-066,Controlnet,train,066-4.png
AIGCIQA2023,aigciqa2023_Controlnet_86,AIGCIQA-021,Controlnet,train,021-3.png
AIGCIQA2023,aigciqa2023_Controlnet_304,AIGCIQA-076,Controlnet,train,076-1.png
AIGCIQA2023,aigciqa2023_Controlnet_263,AIGCIQA-065,Controlnet,train,065-4.png
AIGCIQA2023,aigciqa2023_Controlnet_344,AIGCIQA-086,Controlnet,test,086-1.png
AIGCIQA2023,aigciqa2023_Controlnet_30,AIGCIQA-007,Controlnet,train,007-3.png
AIGCIQA2023,aigciqa2023_Controlnet_115,AIGCIQA-028,Controlnet,test,028-4.png
AIGCIQA2023,aigciqa2023_Controlnet_132,AIGCIQA-033,Controlnet,train,033-1.png
AIGCIQA2023,aigciqa2023_Controlnet_341,AIGCIQA-085,Controlnet,train,085-2.png
AIGCIQA2023,aigciqa2023_Controlnet_242,AIGCIQA-060,Controlnet,train,060-3.png
AIGCIQA2023,aigciqa2023_Controlnet_307,AIGCIQA-076,Controlnet,train,076-4.png
AIGCIQA2023,aigciqa2023_Controlnet_171,AIGCIQA-042,Controlnet,train,042-4.png
AIGCIQA2023,aigciqa2023_Controlnet_102,AIGCIQA-025,Controlnet,val,025-3.png
AIGCIQA2023,aigciqa2023_Controlnet_358,AIGCIQA-089,Controlnet,val,089-3.png
AIGCIQA2023,aigciqa2023_Controlnet_182,AIGCIQA-045,Controlnet,train,045-3.png
AIGCIQA2023,aigciqa2023_Controlnet_328,AIGCIQA-082,Controlnet,train,082-1.png
AIGCIQA2023,aigciqa2023_Controlnet_350,AIGCIQA-087,Controlnet,train,087-3.png
AIGCIQA2023,aigciqa2023_Controlnet_324,AIGCIQA-081,Controlnet,test,081-1.png
AIGCIQA2023,aigciqa2023_Controlnet_343,AIGCIQA-085,Controlnet,train,085-4.png
AIGCIQA2023,aigciqa2023_Controlnet_269,AIGCIQA-067,Controlnet,train,067-2.png
AIGCIQA2023,aigciqa2023_Controlnet_54,AIGCIQA-013,Controlnet,test,013-3.png
AIGCIQA2023,aigciqa2023_Controlnet_296,AIGCIQA-074,Controlnet,train,074-1.png
AIGCIQA2023,aigciqa2023_Controlnet_245,AIGCIQA-061,Controlnet,train,061-2.png
AIGCIQA2023,aigciqa2023_Controlnet_237,AIGCIQA-059,Controlnet,train,059-2.png
AIGCIQA2023,aigciqa2023_Controlnet_67,AIGCIQA-016,Controlnet,train,016-4.png
AIGCIQA2023,aigciqa2023_Controlnet_42,AIGCIQA-010,Controlnet,train,010-3.png
AIGCIQA2023,aigciqa2023_Controlnet_395,AIGCIQA-098,Controlnet,train,098-4.png
AIGCIQA2023,aigciqa2023_Controlnet_121,AIGCIQA-030,Controlnet,train,030-2.png
AIGCIQA2023,aigciqa2023_Controlnet_168,AIGCIQA-042,Controlnet,train,042-1.png
AIGCIQA2023,aigciqa2023_Controlnet_210,AIGCIQA-052,Controlnet,train,052-3.png
AIGCIQA2023,aigciqa2023_Controlnet_272,AIGCIQA-068,Controlnet,train,068-1.png
AIGCIQA2023,aigciqa2023_Controlnet_196,AIGCIQA-049,Controlnet,train,049-1.png
AIGCIQA2023,aigciqa2023_Controlnet_265,AIGCIQA-066,Controlnet,train,066-2.png
AIGCIQA2023,aigciqa2023_Controlnet_317,AIGCIQA-079,Controlnet,train,079-2.png
AIGCIQA2023,aigciqa2023_Controlnet_17,AIGCIQA-004,Controlnet,test,004-2.png
AIGCIQA2023,aigciqa2023_Controlnet_208,AIGCIQA-052,Controlnet,train,052-1.png
AIGCIQA2023,aigciqa2023_Controlnet_124,AIGCIQA-031,Controlnet,test,031-1.png
AIGCIQA2023,aigciqa2023_Controlnet_187,AIGCIQA-046,Controlnet,train,046-4.png
AIGCIQA2023,aigciqa2023_Controlnet_21,AIGCIQA-005,Controlnet,train,005-2.png
AIGCIQA2023,aigciqa2023_Controlnet_20,AIGCIQA-005,Controlnet,train,005-1.png
AIGCIQA2023,aigciqa2023_Controlnet_145,AIGCIQA-036,Controlnet,train,036-2.png
AIGCIQA2023,aigciqa2023_Controlnet_223,AIGCIQA-055,Controlnet,train,055-4.png
AIGCIQA2023,aigciqa2023_Controlnet_14,AIGCIQA-003,Controlnet,test,003-3.png
AIGCIQA2023,aigciqa2023_Controlnet_61,AIGCIQA-015,Controlnet,train,015-2.png
AIGCIQA2023,aigciqa2023_Controlnet_288,AIGCIQA-072,Controlnet,train,072-1.png
AIGCIQA2023,aigciqa2023_Controlnet_206,AIGCIQA-051,Controlnet,train,051-3.png
AIGCIQA2023,aigciqa2023_Controlnet_212,AIGCIQA-053,Controlnet,val,053-1.png
AIGCIQA2023,aigciqa2023_Controlnet_224,AIGCIQA-056,Controlnet,train,056-1.png
AIGCIQA2023,aigciqa2023_Controlnet_92,AIGCIQA-023,Controlnet,train,023-1.png
AIGCIQA2023,aigciqa2023_Controlnet_306,AIGCIQA-076,Controlnet,train,076-3.png
AIGCIQA2023,aigciqa2023_Controlnet_4,AIGCIQA-001,Controlnet,train,001-1.png
AIGCIQA2023,aigciqa2023_Controlnet_314,AIGCIQA-078,Controlnet,train,078-3.png
AIGCIQA2023,aigciqa2023_Controlnet_82,AIGCIQA-020,Controlnet,train,020-3.png
AIGCIQA2023,aigciqa2023_Controlnet_153,AIGCIQA-038,Controlnet,train,038-2.png
AIGCIQA2023,aigciqa2023_Controlnet_0,AIGCIQA-000,Controlnet,val,000-1.png
AIGCIQA2023,aigciqa2023_Controlnet_389,AIGCIQA-097,Controlnet,val,097-2.png
AIGCIQA2023,aigciqa2023_Controlnet_291,AIGCIQA-072,Controlnet,train,072-4.png
AIGCIQA2023,aigciqa2023_Controlnet_312,AIGCIQA-078,Controlnet,train,078-1.png
AIGCIQA2023,aigciqa2023_Controlnet_199,AIGCIQA-049,Controlnet,train,049-4.png
AIGCIQA2023,aigciqa2023_Controlnet_310,AIGCIQA-077,Controlnet,val,077-3.png
AIGCIQA2023,aigciqa2023_Controlnet_41,AIGCIQA-010,Controlnet,train,010-2.png
AIGCIQA2023,aigciqa2023_Controlnet_270,AIGCIQA-067,Controlnet,train,067-3.png
AIGCIQA2023,aigciqa2023_Controlnet_95,AIGCIQA-023,Controlnet,train,023-4.png
AIGCIQA2023,aigciqa2023_Controlnet_39,AIGCIQA-009,Controlnet,train,009-4.png
AIGCIQA2023,aigciqa2023_Controlnet_50,AIGCIQA-012,Controlnet,train,012-3.png
AIGCIQA2023,aigciqa2023_Controlnet_155,AIGCIQA-038,Controlnet,train,038-4.png
AIGCIQA2023,aigciqa2023_Controlnet_254,AIGCIQA-063,Controlnet,train,063-3.png
AIGCIQA2023,aigciqa2023_Controlnet_163,AIGCIQA-040,Controlnet,train,040-4.png
AIGCIQA2023,aigciqa2023_Controlnet_215,AIGCIQA-053,Controlnet,val,053-4.png
AIGCIQA2023,aigciqa2023_Controlnet_76,AIGCIQA-019,Controlnet,train,019-1.png
AIGCIQA2023,aigciqa2023_Controlnet_160,AIGCIQA-040,Controlnet,train,040-1.png
AIGCIQA2023,aigciqa2023_Controlnet_261,AIGCIQA-065,Controlnet,train,065-2.png
AIGCIQA2023,aigciqa2023_Controlnet_27,AIGCIQA-006,Controlnet,train,006-4.png
AIGCIQA2023,aigciqa2023_Controlnet_233,AIGCIQA-058,Controlnet,train,058-2.png
AIGCIQA2023,aigciqa2023_Controlnet_129,AIGCIQA-032,Controlnet,train,032-2.png
AIGCIQA2023,aigciqa2023_Controlnet_91,AIGCIQA-022,Controlnet,train,022-4.png
AIGCIQA2023,aigciqa2023_Controlnet_256,AIGCIQA-064,Controlnet,val,064-1.png
AIGCIQA2023,aigciqa2023_Controlnet_286,AIGCIQA-071,Controlnet,val,071-3.png
AIGCIQA2023,aigciqa2023_Controlnet_1,AIGCIQA-000,Controlnet,val,000-2.png
AIGCIQA2023,aigciqa2023_Controlnet_325,AIGCIQA-081,Controlnet,test,081-2.png
AIGCIQA2023,aigciqa2023_Controlnet_80,AIGCIQA-020,Controlnet,train,020-1.png
AIGCIQA2023,aigciqa2023_Controlnet_222,AIGCIQA-055,Controlnet,train,055-3.png
AIGCIQA2023,aigciqa2023_Controlnet_340,AIGCIQA-085,Controlnet,train,085-1.png
AIGCIQA2023,aigciqa2023_Controlnet_398,AIGCIQA-099,Controlnet,train,099-3.png
AIGCIQA2023,aigciqa2023_Controlnet_360,AIGCIQA-090,Controlnet,train,090-1.png
AIGCIQA2023,aigciqa2023_Controlnet_319,AIGCIQA-079,Controlnet,train,079-4.png
AIGCIQA2023,aigciqa2023_Controlnet_58,AIGCIQA-014,Controlnet,test,014-3.png
AIGCIQA2023,aigciqa2023_Controlnet_5,AIGCIQA-001,Controlnet,train,001-2.png
AIGCIQA2023,aigciqa2023_Controlnet_128,AIGCIQA-032,Controlnet,train,032-1.png
AIGCIQA2023,aigciqa2023_Controlnet_239,AIGCIQA-059,Controlnet,train,059-4.png
AIGCIQA2023,aigciqa2023_Controlnet_195,AIGCIQA-048,Controlnet,train,048-4.png
AIGCIQA2023,aigciqa2023_Controlnet_197,AIGCIQA-049,Controlnet,train,049-2.png
AIGCIQA2023,aigciqa2023_Controlnet_32,AIGCIQA-008,Controlnet,train,008-1.png
AIGCIQA2023,aigciqa2023_Controlnet_361,AIGCIQA-090,Controlnet,train,090-2.png
AIGCIQA2023,aigciqa2023_Controlnet_363,AIGCIQA-090,Controlnet,train,090-4.png
AIGCIQA2023,aigciqa2023_Controlnet_78,AIGCIQA-019,Controlnet,train,019-3.png
AIGCIQA2023,aigciqa2023_Controlnet_56,AIGCIQA-014,Controlnet,test,014-1.png
AIGCIQA2023,aigciqa2023_Controlnet_24,AIGCIQA-006,Controlnet,train,006-1.png
